text,true_label,pred_label
"Im cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.",ham,ham
Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL,ham,ham
"Yeah I should be able to, I'll text you when I'm ready to meet up",ham,ham
Ok... Thanx... Gd nite 2 ü too...,ham,ham
Was playng 9 doors game and gt racing on phone lol,ham,ham
Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,spam,ham
Should i send you naughty pix? :),ham,ham
"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing.",ham,ham
Now project pa. After that only i can come.,ham,ham
1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+,spam,ham
Haha okay... Today weekend leh...,ham,ham
I'll let you know when it kicks in,ham,ham
S.this will increase the chance of winning.,ham,ham
Dear (paytm)customer your paytm KYC has been suspended PAY-TM office PH 7679046492 Your Paytm A/C will block within 24hr Thank you.,smishing,ham
"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)",ham,ham
"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt;",ham,ham
Yo guess what I just dropped,ham,ham
URGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50,smishing,ham
NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT,ham,ham
Thats cool. i am a gentleman and will treat you with dignity and respect.,ham,ham
Did u got that persons story..all well?,ham,ham
"Yes obviously, but you are the eggs-pert and the potato head… Speak soon!",ham,ham
Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now!,smishing,ham
At the funeral home with Audrey and dad,ham,ham
"Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.",ham,ham
Can you please send me my aunty's number,ham,ham
"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough …",ham,ham
I am in escape theatre now. . Going to watch KAVALAN in a few minutes,ham,ham
Oh k.i think most of wi and nz players unsold.,ham,ham
That's necessarily respectful,ham,ham
"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best.",spam,ham
BankOfAmerica Alert 137943. Please follow http://bit.do/cgjK-and re-activate,smishing,ham
Are you wet right now?,ham,ham
"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo",ham,ham
Lol alright i was thinkin that too haha,ham,ham
"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning",ham,ham
Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.,ham,ham
87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077,spam,ham
Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.,ham,ham
T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,smishing,ham
Now GET RID OF -Cockroach -Termite -Bedbug -Rats -Any Pest 4Best DEALS in PestControlServices/ Chemical/Herbal/Odorless DIAL-N-ASK 080-62222222,spam,ham
U having lunch alone? I now so bored...,ham,ham
Ok set let u noe e details later...,ham,ham
"I am in tirupur da, once you started from office call me.",ham,ham
Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?,ham,ham
I didnt get anything da,ham,ham
Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore,ham,ham
Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...,ham,ham
Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,spam,ham
"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",smishing,ham
"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",smishing,ham
Dunno da next show aft 6 is 850. Toa payoh got 650.,ham,ham
Mum not going robinson already.,ham,ham
Sleeping nt feeling well,ham,ham
Are you plans with your family set in stone ?,ham,ham
Babe ? I lost you ... Will you try rebooting ?,ham,ham
Wat time u finish ur lect today?,ham,ham
Todays Voda numbers ending 1225 are selected to receive a £50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,smishing,ham
"aight we can pick some up, you open before tonight?",ham,ham
Those were my exact intentions,ham,ham
10 min later k...,ham,ham
HMM yeah if your not too grooved out! And im looking forward to my pound special :),ham,ham
Idea will soon get converted to live:),ham,ham
Hi darlin did youPhone me? Im atHome if youwanna chat.,ham,ham
Yeah right! I'll bring my tape measure fri!,ham,ham
"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...",ham,ham
Thx. All will be well in a few months,ham,ham
All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,ham,ham
"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",ham,ham
Is xy in ur car when u picking me up?,ham,ham
Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,ham,ham
You still at the game?,ham,ham
You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,spam,ham
If u sending her home first it's ok lor. I'm not ready yet.,ham,ham
"Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards...",ham,ham
"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)",ham,ham
"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier.",ham,ham
We owe you for the last tax year. Please follow our secure link http:Ow.ly/ozvo308t.Jxz for more information.,smishing,ham
S:)s.nervous  &lt;#&gt; :),ham,ham
Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,smishing,ham
"It wont b until 2.15 as trying 2 sort house out, is that ok?",ham,ham
I wont touch you with out your permission.,ham,ham
Ha ha cool cool chikku chikku:-):-DB-),ham,ham
Apart from the one i told you about yesterday?,ham,ham
Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.,ham,ham
"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!",spam,ham
"ATM BLOCK:Dear customer, Due to our system upgrade your ATM card has just been De-Activated. To Activate call customer care for help 6200992462 now.",smishing,ham
Esplanade lor. Where else...,ham,ham
"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?",ham,ham
"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT",spam,ham
Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju),ham,ham
"Aight, can you text me the address?",ham,ham
No probably  &lt;#&gt; %.,ham,ham
Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.,smishing,ham
Ü collecting ur laptop then going to configure da settings izzit?,ham,ham
For 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,spam,ham
Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is,ham,ham
Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,ham,ham
(6171-M) RMO.00 AEON MY Rs. 4399 was charged on your card num**97 at LAZO-KLIA2 on 19/10/2016. Call 0327884425 if you did NOT perform this  TXN code356931,smishing,ham
Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.,ham,ham
She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance,ham,ham
Do u know what is real FRIENDSHIP,ham,ham
oor Step Service for Passport Assistance/PAN Card/Income Tax Return/VAT Return/Service Tax Return Contact M/s ONS 9650669988 Jwala Heri Mkt Paschim Viha,spam,ham
Ü thk of wat to eat tonight.,ham,ham
Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!,ham,ham
Dont talk to him ever ok its my word.,ham,ham
Okie but i scared u say i fat... Then u dun wan me already...,ham,ham
Also that chat was awesome but don't make it regular unless you can see her in person,ham,ham
Yo dude guess who just got arrested the other day,ham,ham
"Wat time liao, where still got.",ham,ham
lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468,spam,ham
"Superb Thought- ""Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today."":-)",ham,ham
Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2,smishing,ham
Hey they r not watching movie tonight so i'll prob b home early...,ham,ham
No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.,ham,ham
"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney.",spam,ham
I enjoy watching and playing football and basketball. Anything outdoors. And you?,ham,ham
Pandy joined 4w technologies today.he got job..,ham,ham
We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow!,ham,ham
"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",spam,ham
"Hi elaine, is today's meeting confirmed?",ham,ham
"Fuuuuck I need to stop sleepin, sup",ham,ham
Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,ham,ham
ELLO BABE U OK?,ham,ham
Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?,ham,ham
I think if he rule tamilnadu..then its very tough for our people.,ham,ham
How are you doing? Hope you've settled in for the new school �have a great day,ham,ham
Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say I miss u,ham,ham
on hen night. Going with a swing,ham,ham
"That's cool, I'll come by like  &lt;#&gt; ish",ham,ham
"Aight, see you in a bit",ham,ham
"Theoretically yeah, he could be able to come",ham,ham
Call him and say you not coming today ok and tell them not to fool me like this ok,ham,ham
Ok. How many should i buy.,ham,ham
Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,ham,ham
What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not,ham,ham
"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna",ham,ham
Yes. that will be fine. Love you. Be safe.,ham,ham
I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.,ham,ham
Send to someone else :-),ham,ham
Pathaya enketa maraikara pa',ham,ham
"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.",ham,ham
So what u doing today?,ham,ham
Please attend the phone:),ham,ham
If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,ham,ham
"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...",ham,ham
Should I tell my friend not to come round til like  &lt;#&gt; ish?,ham,ham
"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+",smishing,ham
Did you show him and wot did he say or could u not c him 4 dust?,ham,ham
"Almost there, see u in a sec",ham,ham
"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always",ham,ham
Where r we meeting?,ham,ham
Thanks for looking out for me. I really appreciate.,ham,ham
When you guys planning on coming over?,ham,ham
X course it 2yrs. Just so her messages on messenger lik you r sending me,ham,ham
todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. If your number matches please call 09063442151 to claim your £350 award,smishing,ham
I tot u reach liao. He said t-shirt.,ham,ham
You'd like that wouldn't you? Jerk!,ham,ham
No one interested. May be some business plan.,ham,ham
I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),spam,ham
My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...,ham,ham
"I'm a guy, browsin is compulsory",ham,ham
Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too,ham,ham
On ma way to school. Can you pls send me ashley's number,ham,ham
Later i guess. I needa do mcat study too.,ham,ham
"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or £250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022",smishing,ham
"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday.",ham,ham
When/where do I pick you up,ham,ham
"That means you got an A in epi, she.s fine. She.s here now.",ham,ham
You have an outstanding tax refund of 578.44G8P for the tax year 15/16. Please fill out the following form to process your refund http:///hmrc.taxrebate.co.uk,smishing,ham
Good Morning my Dear........... Have a great DAY�.ENJOY�,ham,ham
Fine. Do you remember me.,ham,ham
78%  in mca. But not conform.,ham,ham
Is ur paper in e morn or aft tmr?,ham,ham
Yes da. Any plm at ur office,ham,ham
She went to attend another two rounds today..but still did't reach home..,ham,ham
What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,smishing,ham
What's your room number again? Wanna make sure I'm knocking on the right door,ham,ham
Do you like shaking your booty on the dance floor?,ham,ham
What time is ur flight tmr?,ham,ham
In which place i can get rooms cheap:-),ham,ham
We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,smishing,ham
"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order",ham,ham
Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,spam,ham
Do you know when the result.,ham,ham
How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,ham,ham
Yeah whatever lol,ham,ham
You gonna ring this weekend or wot?,ham,ham
"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",spam,ham
He's just gonna worry for nothing. And he won't give you money its no use.,ham,ham
Change windows logoff sound..,ham,ham
Oh k k:)but he is not a big hitter.anyway good,ham,ham
Anything lor. Juz both of us lor.,ham,ham
"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc.",ham,ham
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Virat",ham,ham
Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,ham,ham
! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,smishing,ham
Just sleeping..and surfing..enjoying free time�,ham,ham
Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...,ham,ham
"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.",ham,ham
"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka?",ham,ham
Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks,ham,ham
Ok. So april. Cant wait,ham,ham
"It'll be tough, but I'll do what I have to",ham,ham
"What part of ""don't initiate"" don't you understand",ham,ham
Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412,smishing,ham
32.5 m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla,ham,ham
"Sorry to trouble u again. Can buy 4d for my dad again? 1405, 1680, 1843. All 2 big 1 small, sat n sun. Thanx.",ham,ham
"Nah can't help you there, I've never had an iphone",ham,ham
Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,ham,ham
Sorry . I will be able to get to you. See you in the morning.,ham,ham
Oh ic. I thought you meant mary jane.,ham,ham
Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :),ham,ham
I know a few people I can hit up and hit to the yes,ham,ham
Ok�beautiful..,ham,ham
Urgent! Please call 09061213237 from a landline. £5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,smishing,ham
How's ur paper?,ham,ham
Bring tat cd don forget,ham,ham
HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,ham,ham
"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for!",ham,ham
Dunno lei... I thk mum lazy to go out... I neva ask her yet...,ham,ham
Hey! do u fancy meetin me at 4 at cha  hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x,ham,ham
URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001809 from land line. Claim M95. Valid12hrs only,smishing,ham
"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!",ham,ham
I'm in a movie... Collect car oredi...,ham,ham
"Not yet chikku..going to room nw, i'm in bus..",ham,ham
Dear (paytm)customer your paytm KYC has been suspended PAY-TM office PH 7908807538 Your Paytm A/C will block within 24hr Thank you.,smishing,ham
Would really appreciate if you call me. Just need someone to talk to.,ham,ham
"Usf I guess, might as well take 1 car",ham,ham
**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,smishing,ham
"Good stuff, will do.",ham,ham
"Mobile Office & MMS settings have been successfully delivered on your phone! Now you can access Airtel Live by long pressing '0' key on Nokia. On other Phones launch Internet Browser and select Airtel Live (or goto http://live.airtelworld.com),  You pay no activation,  rental or browsing charges for Airtel Live. You only pay if you Download Content,  or Send MMS.",spam,ham
Plan Sanction as per MPD2021 X-Tra Floor X-Tra Area DDA MCD DSIDC HUDA:Gurgaon Faridabad Noida HI-TECH ARCHITECTS 9212012222 65657777  hi_tech@in.com,spam,ham
Do well :)all will for little time. Thing of good times ahead:,ham,ham
I am literally in bed and have been up for like  &lt;#&gt;  hours,ham,ham
K do I need a login or anything,ham,ham
"Tick, tick, tick ... Babe",ham,ham
Auntie huai juan never pick up her phone,ham,ham
"A cute thought for friendship: ""Its not necessary to share every secret with ur close Frnd, but watever u shared should be true""....",ham,ham
We can go 4 e normal pilates after our intro...,ham,ham
Hows the street where the end of library walk is?,ham,ham
Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM,smishing,ham
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £2000 Bonus Prize, call 09066364529",smishing,ham
How are you. Its been ages. How's abj,ham,ham
Dude just saw a parked car with its sunroof popped up. Sux,ham,ham
"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer",smishing,ham
"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",spam,ham
"Sorry, I'll came to ur place later..",ham,ham
HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX,ham,ham
No plans yet. What are you doing ?,ham,ham
Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit,ham,ham
U havent lost me ill always b here 4u.i didnt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thats what itried2tell urmom.i careabout u,ham,ham
Good. No swimsuit allowed :),ham,ham
"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well.",ham,ham
What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.,ham,ham
And whenever you and i see we can still hook up too.,ham,ham
Then mum's repent how?,ham,ham
Haven't left yet so probably gonna be here til dinner,ham,ham
Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,smishing,ham
"Yo carlos, a few friends are already asking me about you, you working at all this weekend?",ham,ham
"Actually , just do whatever, do find an excuse to be in tampa at some point before january though",ham,ham
Ü dun wan to watch infernal affair?,ham,ham
Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),ham,ham
"I can't, I don't have her number!",ham,ham
Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,smishing,ham
"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds..",ham,ham
Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,spam,ham
Huh but i cant go 2 ur house empty handed right?,ham,ham
"Alright omw, gotta change my order to a half8th",ham,ham
"Sir, I am waiting for your mail.",ham,ham
Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,smishing,ham
"see you then, we're all christmassy here!",ham,ham
I guess it is useless calling u 4 something important.,ham,ham
I'm meeting Darren...,ham,ham
Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,smishing,ham
Yup ok...,ham,ham
"K, can that happen tonight?",ham,ham
"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs £1.50 each",spam,ham
Ya srsly better than yi tho,ham,ham
Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.,ham,ham
"That's fine, have him give me a call if he knows what he wants or has any questions",ham,ham
Who u talking about?,ham,ham
I have printed it oh. So  &lt;#&gt;  come upstairs,ham,ham
Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu,ham,ham
What's up. Do you want me to come online?,ham,ham
YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,smishing,ham
K... Must book a not huh? so going for yoga basic on sunday?,ham,ham
I.ll get there tomorrow and send it to you,ham,ham
Wake me up at  &lt;#&gt;  am morning:),ham,ham
Tomarrow final hearing on my laptop case so i cant.,ham,ham
I was about to do it when i texted. I finished a long time ago and showered and er'ything!,ham,ham
Well I'm going to be an aunty!,ham,ham
Cause I'm not freaky lol,ham,ham
PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,smishing,ham
U have WoN £100 of  Gift Vouchers week starting NOW  call now 08718738034,smishing,ham
I cant pick the phone right now. Pls send a message if anything urgent..,ham,ham
Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123,spam,ham
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mi? Reply or call 08000930705 NOW,smishing,ham
Okie..good news!!,ham,ham
Are you not around or just still asleep? :V,ham,ham
"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else",ham,ham
Oh k:)after that placement there ah?,ham,ham
"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?",ham,ham
Check wid corect speling i.e. Sarcasm,ham,ham
Reply to win £100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,spam,ham
"call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",spam,ham
"Double Mins & 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/HF8",spam,ham
They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.,ham,ham
I have to take exam with in march 3,ham,ham
"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.",spam,ham
She's fine. Good to hear from you. How are you my dear? Happy new year oh.,ham,ham
"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer...",ham,ham
You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.,ham,ham
Otherwise had part time job and tuition..now its difficult�,ham,ham
No b4 Thursday,ham,ham
Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...,ham,ham
I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,ham,ham
"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos...",ham,ham
Was the actual exam harder than NBME,ham,ham
It is not possible,ham,ham
You're right I have now that I think about it,ham,ham
"Lol, oh you got a friend for the dog ?",ham,ham
We're done...,ham,ham
I hate when she does this. She turns what should be a fun day into an annoying day of quarrels.,ham,ham
http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=true¡C C Ringtone¡,smishing,ham
What time you think you'll have it? Need to know when I should be near campus,ham,ham
Ok... I din get ur msg...,ham,ham
"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like",ham,ham
But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,ham,ham
"SYMPTOMS when U are in love: ""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your",ham,ham
"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8",ham,ham
"WIN: We have a winner! Mr. T. Tilo won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",smishing,ham
Omg I want to scream. I weighed myself and I lost more weight! Woohoo!,ham,ham
Hey gals.. Anyone of u going down to e driving centre tmr?,ham,ham
Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9,smishing,ham
"This is the 2nd time we have tried to contact u. U have won the £400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate",smishing,ham
"K, wait chikku..il send aftr  &lt;#&gt; mins",ham,ham
The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible,ham,ham
